record_id,text,label,original_job_field,job_title,job_description_clean,key_responsibilities_clean,required_skills_clean,source_row_number,source_url
JD0477,sap technical consultant abap a software developer who specializes in customizing the sap environment by writing custom code in sap s proprietary language abap. develop custom reports interfaces conversions and enhancements ricefw . write custom abap code to meet functional specifications. perform performance tuning and debugging of sap programs. manage data migration and system integrations. skills abap programming expert sap architecture data integration idocs . qualifications compsci degree and extensive abap development experience.,"Consulting, Business & Operations",Systems Consulting,SAP Technical Consultant (ABAP),a software developer who specializes in customizing the sap environment by writing custom code in sap s proprietary language abap.,develop custom reports interfaces conversions and enhancements ricefw . write custom abap code to meet functional specifications. perform performance tuning and debugging of sap programs. manage data migration and system integrations.,skills abap programming expert sap architecture data integration idocs . qualifications compsci degree and extensive abap development experience.,505,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0478,salesforce consultant functional helps clients implement and customize the salesforce.com platform sales cloud service cloud to meet their sales and customer service needs. lead workshops to understand and map the client s sales/service process. configure the salesforce platform using clicks not code objects fields workflows and validation rules. build reports and dashboards for the sales team. train administrators and end-users on the new system. skills deep salesforce platform knowledge business analysis sales process communication. qualifications salesforce administrator certification is required. sales cloud or service cloud consultant certs preferred.,"Consulting, Business & Operations",Systems Consulting,Salesforce Consultant (Functional),helps clients implement and customize the salesforce.com platform sales cloud service cloud to meet their sales and customer service needs.,lead workshops to understand and map the client s sales/service process. configure the salesforce platform using clicks not code objects fields workflows and validation rules. build reports and dashboards for the sales team. train administrators and end-users on the new system.,skills deep salesforce platform knowledge business analysis sales process communication. qualifications salesforce administrator certification is required. sales cloud or service cloud consultant certs preferred.,506,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0479,salesforce developer technical a technical consultant who builds custom functionality on the salesforce platform using proprietary code apex and frameworks lightning web components . build custom apex code triggers controllers and lightning components. integrate salesforce with external systems using apis rest soap . handle complex data migration and system customizations. write technical documentation and perform unit testing. skills apex soql javascript lwc api integration. qualifications salesforce platform developer i and ii certifications.,"Consulting, Business & Operations",Systems Consulting,Salesforce Developer (Technical),a technical consultant who builds custom functionality on the salesforce platform using proprietary code apex and frameworks lightning web components .,build custom apex code triggers controllers and lightning components. integrate salesforce with external systems using apis rest soap . handle complex data migration and system customizations. write technical documentation and perform unit testing.,skills apex soql javascript lwc api integration. qualifications salesforce platform developer i and ii certifications.,507,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0480,workday consultant a specialist in the workday platform who helps clients implement and manage their hris hr and financial systems specializing in modules like hcm payroll or finance. gather client requirements for hr or finance processes. configure the workday tenant business processes security compensation . build custom reports and integrations. manage the testing cycles and train the client s hr/finance teams. skills deep workday module expertise e.g. hcm core reporting business process logic. qualifications workday pro certification in a specific module must be sponsored by a partner firm .,"Consulting, Business & Operations",Systems Consulting,Workday Consultant,a specialist in the workday platform who helps clients implement and manage their hris hr and financial systems specializing in modules like hcm payroll or finance.,gather client requirements for hr or finance processes. configure the workday tenant business processes security compensation . build custom reports and integrations. manage the testing cycles and train the client s hr/finance teams.,skills deep workday module expertise e.g. hcm core reporting business process logic. qualifications workday pro certification in a specific module must be sponsored by a partner firm .,508,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0481,oracle cloud consultant an implementation expert who helps clients migrate from on-premise systems like e-business suite or competitors to oracle s cloud erp or hcm applications. lead implementation of oracle cloud erp financials or hcm modules. configure modules to client specifications. manage data migration from legacy systems. build reports otbi bi publisher and integrations. skills oracle cloud expertise knowledge of finance or hr processes data migration. qualifications oracle cloud certification in relevant modules.,"Consulting, Business & Operations",Systems Consulting,Oracle Cloud Consultant,an implementation expert who helps clients migrate from on-premise systems like e-business suite or competitors to oracle s cloud erp or hcm applications.,lead implementation of oracle cloud erp financials or hcm modules. configure modules to client specifications. manage data migration from legacy systems. build reports otbi bi publisher and integrations.,skills oracle cloud expertise knowledge of finance or hr processes data migration. qualifications oracle cloud certification in relevant modules.,509,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0482,servicenow consultant helps clients implement the servicenow platform to manage their it service management itsm it operations itom or other business workflows. gather requirements and configure servicenow itsm modules incident problem change . design and build custom workflows forms and service catalogs. integrate servicenow with other client it tools. train the client s it support staff on using the platform. skills servicenow platform knowledge itsm/itil processes javascript system administration. qualifications servicenow certified system administrator csa implementation specialist certs.,"Consulting, Business & Operations",Systems Consulting,ServiceNow Consultant,helps clients implement the servicenow platform to manage their it service management itsm it operations itom or other business workflows.,gather requirements and configure servicenow itsm modules incident problem change . design and build custom workflows forms and service catalogs. integrate servicenow with other client it tools. train the client s it support staff on using the platform.,skills servicenow platform knowledge itsm/itil processes javascript system administration. qualifications servicenow certified system administrator csa implementation specialist certs.,510,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0483,microsoft dynamics 365 consultant an expert in microsoft s suite of business applications finance supply chain or customer engagement/crm who manages implementation projects. implement and configure dynamics 365 modules. customize the platform and build workflows using power platform power apps power automate . integrate d365 with other microsoft ecosystem products office 365 azure . manage data migration and user training. skills dynamics 365 power platform business analysis finance or crm . qualifications relevant microsoft certifications e.g. pl-200 mb-300 .,"Consulting, Business & Operations",Systems Consulting,Microsoft Dynamics 365 Consultant,an expert in microsoft s suite of business applications finance supply chain or customer engagement/crm who manages implementation projects.,implement and configure dynamics 365 modules. customize the platform and build workflows using power platform power apps power automate . integrate d365 with other microsoft ecosystem products office 365 azure . manage data migration and user training.,skills dynamics 365 power platform business analysis finance or crm . qualifications relevant microsoft certifications e.g. pl-200 mb-300 .,511,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0484,transaction advisory services tas analyst an entry-level role in the m a consulting practice. supports the team performing financial due diligence on companies being bought or sold. assist with quality of earnings qofe analysis by analyzing general ledgers. identify non-recurring or unusual financial items. analyze company cash flow debt and net working capital. help prepare the final due diligence report for the client pe firm or corporation . skills advanced accounting gaap/ifrs strong excel/data analysis financial modeling. qualifications bachelor s in accounting or finance cpa is highly preferred.,"Banking, Finance & Audit",Financial Advisory,Transaction Advisory Services (TAS) Analyst,an entry-level role in the m a consulting practice. supports the team performing financial due diligence on companies being bought or sold.,assist with quality of earnings qofe analysis by analyzing general ledgers. identify non-recurring or unusual financial items. analyze company cash flow debt and net working capital. help prepare the final due diligence report for the client pe firm or corporation .,skills advanced accounting gaap/ifrs strong excel/data analysis financial modeling. qualifications bachelor s in accounting or finance cpa is highly preferred.,512,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0485,valuation consultant / analyst a specialist who determines the economic value of a business or asset. this is used for m a financial reporting goodwill testing or litigation. perform complex financial modeling discounted cash flow comparable company analysis . determine the value of intangible assets patents trademarks . write detailed valuation reports defending the analysis and conclusion. value complex securities like derivatives or stock options. skills expert financial modeling advanced accounting valuation theory technical writing. qualifications finance/acct. degree progress towards cfa cpa or abv accredited in business valuation credential.,"Banking, Finance & Audit",Financial Advisory,Valuation Consultant / Analyst,a specialist who determines the economic value of a business or asset. this is used for m a financial reporting goodwill testing or litigation.,perform complex financial modeling discounted cash flow comparable company analysis . determine the value of intangible assets patents trademarks . write detailed valuation reports defending the analysis and conclusion. value complex securities like derivatives or stock options.,skills expert financial modeling advanced accounting valuation theory technical writing. qualifications finance/acct. degree progress towards cfa cpa or abv accredited in business valuation credential.,513,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0486,forensic accounting consultant an investigative accountant hired to find evidence of financial misconduct. works on fraud investigations litigation disputes and regulatory probes. investigate alleged fraud embezzlement or bribery within a company. conduct data analysis to trace illicit funds and identify patterns. prepare forensic reports and calculate economic damages for litigation. may serve as an expert witness in court. skills auditing investigative mindset data analysis tools discretion knowledge of legal procedures. qualifications cpa + certified fraud examiner cfe certification.,"Banking, Finance & Audit",Financial Advisory,Forensic Accounting Consultant,an investigative accountant hired to find evidence of financial misconduct. works on fraud investigations litigation disputes and regulatory probes.,investigate alleged fraud embezzlement or bribery within a company. conduct data analysis to trace illicit funds and identify patterns. prepare forensic reports and calculate economic damages for litigation. may serve as an expert witness in court.,skills auditing investigative mindset data analysis tools discretion knowledge of legal procedures. qualifications cpa + certified fraud examiner cfe certification.,514,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0487,litigation support consultant a specialist who assists lawyers with the financial aspects of a legal case such as calculating damages analyzing financial evidence or serving as an expert witness. calculate economic damages in breach of contract or intellectual property disputes. analyze financial data and present findings to the legal team. prepare expert reports and testify in depositions or at trial. rebut the analysis of the opposing side s financial expert. skills financial analysis communication ability to simplify complex topics poise under pressure. qualifications cpa cfa or cfe. experience in legal settings.,"Banking, Finance & Audit",Financial Advisory,Litigation Support Consultant,a specialist who assists lawyers with the financial aspects of a legal case such as calculating damages analyzing financial evidence or serving as an expert witness.,calculate economic damages in breach of contract or intellectual property disputes. analyze financial data and present findings to the legal team. prepare expert reports and testify in depositions or at trial. rebut the analysis of the opposing side s financial expert.,skills financial analysis communication ability to simplify complex topics poise under pressure. qualifications cpa cfa or cfe. experience in legal settings.,515,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0488,restructuring consultant bankruptcy advises companies that are in severe financial distress near or in bankruptcy . helps them restructure debt sell assets and create a viable plan to emerge from bankruptcy. advise distressed companies on liquidity cash flow forecasts and bankruptcy filings. negotiate with creditors and lenders on behalf of the client. develop the plan of reorganization to exit chapter 11 bankruptcy. manage the process of selling off distressed assets. skills deep corporate finance bankruptcy law knowledge cash flow modeling negotiation. qualifications finance/accounting degree often a cira certified insolvency restructuring advisor .,"Banking, Finance & Audit",Financial Advisory,Restructuring Consultant (Bankruptcy),advises companies that are in severe financial distress near or in bankruptcy . helps them restructure debt sell assets and create a viable plan to emerge from bankruptcy.,advise distressed companies on liquidity cash flow forecasts and bankruptcy filings. negotiate with creditors and lenders on behalf of the client. develop the plan of reorganization to exit chapter 11 bankruptcy. manage the process of selling off distressed assets.,skills deep corporate finance bankruptcy law knowledge cash flow modeling negotiation. qualifications finance/accounting degree often a cira certified insolvency restructuring advisor .,516,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0489,financial risk management frm consultant advises banks and financial institutions on how to measure model and manage their financial risks such as credit risk market risk and liquidity risk. help banks develop models to quantify market and credit risk e.g. var models . advise clients on financial regulations e.g. basel iii dodd-frank . design and validate risk models used for capital calculations. conduct stress testing on investment portfolios. skills quantitative analysis financial modeling statistics knowledge of financial instruments and regulations. qualifications master s in finance or quant. field frm or cfa certification highly valued.,"Consulting, Business & Operations",Risk Consulting,Financial Risk Management (FRM) Consultant,advises banks and financial institutions on how to measure model and manage their financial risks such as credit risk market risk and liquidity risk.,help banks develop models to quantify market and credit risk e.g. var models . advise clients on financial regulations e.g. basel iii dodd-frank . design and validate risk models used for capital calculations. conduct stress testing on investment portfolios.,skills quantitative analysis financial modeling statistics knowledge of financial instruments and regulations. qualifications master s in finance or quant. field frm or cfa certification highly valued.,517,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0490,credit risk modeling consultant a quantitative specialist who builds statistical models for banks to predict the probability of a borrower defaulting on a loan. build test and validate credit risk models pd lgd ead . work with large datasets of loan performance. ensure models are compliant with banking regulations cecl basel . use python r or sas for statistical modeling. skills statistics python/r/sas econometrics machine learning banking regulations. qualifications master s or phd in statistics economics or a quantitative field.,"Consulting, Business & Operations",Risk Consulting,Credit Risk Modeling Consultant,a quantitative specialist who builds statistical models for banks to predict the probability of a borrower defaulting on a loan.,build test and validate credit risk models pd lgd ead . work with large datasets of loan performance. ensure models are compliant with banking regulations cecl basel . use python r or sas for statistical modeling.,skills statistics python/r/sas econometrics machine learning banking regulations. qualifications master s or phd in statistics economics or a quantitative field.,518,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0491,internal controls consultant sox hired by public companies to help them design document and test their internal controls over financial reporting to comply with the sarbanes-oxley act sox . document key financial processes and identify financial risks. design internal controls e.g. reviews approvals reconciliations to mitigate risks. perform annual testing of controls to ensure they are operating effectively. work with external auditors during their sox audit. skills auditing accounting process mapping visio risk assessment sox regulations. qualifications cpa or cia certified internal auditor . often ex-auditors.,"Consulting, Business & Operations",Risk Consulting,Internal Controls Consultant (SOX),hired by public companies to help them design document and test their internal controls over financial reporting to comply with the sarbanes-oxley act sox .,document key financial processes and identify financial risks. design internal controls e.g. reviews approvals reconciliations to mitigate risks. perform annual testing of controls to ensure they are operating effectively. work with external auditors during their sox audit.,skills auditing accounting process mapping visio risk assessment sox regulations. qualifications cpa or cia certified internal auditor . often ex-auditors.,519,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0492,aml/kyc consultant a consultant who helps banks and financial institutions set up and improve their anti-money laundering aml and know your customer kyc programs to prevent financial crime. review and enhance client kyc policies and customer onboarding procedures. tune and optimize transaction monitoring software to detect suspicious activity. conduct investigations into complex money laundering alerts. help banks remediate regulatory findings e.g. from the occ or fincen . skills knowledge of aml laws bank secrecy act investigative skills financial analysis. qualifications cams certified anti-money laundering specialist certification is the industry standard.,"Consulting, Business & Operations",Risk Consulting,AML/KYC Consultant,a consultant who helps banks and financial institutions set up and improve their anti-money laundering aml and know your customer kyc programs to prevent financial crime.,review and enhance client kyc policies and customer onboarding procedures. tune and optimize transaction monitoring software to detect suspicious activity. conduct investigations into complex money laundering alerts. help banks remediate regulatory findings e.g. from the occ or fincen .,skills knowledge of aml laws bank secrecy act investigative skills financial analysis. qualifications cams certified anti-money laundering specialist certification is the industry standard.,520,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0493,actuarial consultant insurance an actuary working at a consulting firm vs. an insurance co. who advises clients on pricing insurance products valuing reserves or managing risk. advise insurance clients on pricing strategies for new policies auto home life . perform actuarial valuations of insurance liabilities reserves . model catastrophic risk hurricanes earthquakes . assist with insurance-related m a or new regulations. skills advanced math/statistics actuarial modeling risk analysis strong communication. qualifications bachelor s in actuarial science. must be passing exams toward asa/fsa designation.,"Consulting, Business & Operations",Risk Consulting,Actuarial Consultant (Insurance),an actuary working at a consulting firm vs. an insurance co. who advises clients on pricing insurance products valuing reserves or managing risk.,advise insurance clients on pricing strategies for new policies auto home life . perform actuarial valuations of insurance liabilities reserves . model catastrophic risk hurricanes earthquakes . assist with insurance-related m a or new regulations.,skills advanced math/statistics actuarial modeling risk analysis strong communication. qualifications bachelor s in actuarial science. must be passing exams toward asa/fsa designation.,521,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0494,actuarial consultant pensions an actuarial consultant who advises corporations or governments on their defined benefit pension plans calculating long-term liabilities and required annual funding. perform annual actuarial valuations of pension plan assets and liabilities. calculate required employer contributions based on funding models. model the impact of plan design changes or market fluctuations. ensure plan compliance with erisa and other regulations. skills advanced math financial modeling knowledge of pension regulations erisa . qualifications passing exams toward asa associate or fsa fellow of the society of actuaries.,"Consulting, Business & Operations",Risk Consulting,Actuarial Consultant (Pensions),an actuarial consultant who advises corporations or governments on their defined benefit pension plans calculating long-term liabilities and required annual funding.,perform annual actuarial valuations of pension plan assets and liabilities. calculate required employer contributions based on funding models. model the impact of plan design changes or market fluctuations. ensure plan compliance with erisa and other regulations.,skills advanced math financial modeling knowledge of pension regulations erisa . qualifications passing exams toward asa associate or fsa fellow of the society of actuaries.,522,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0495,hr transformation consultant a strategic consultant who helps chros redesign the entire hr function including its operating model technology hris and processes to better align with business goals. assess the maturity and effectiveness of a client s hr function. design a new hr operating model e.g. implementing hr business partners centers of excellence . develop the strategy and business case for a new hris like workday . skills hr strategy operating model design business process reengineering change management. qualifications consulting background with a focus on hr experience with hris platforms.,"Consulting, Business & Operations",HR Consulting,HR Transformation Consultant,a strategic consultant who helps chros redesign the entire hr function including its operating model technology hris and processes to better align with business goals.,assess the maturity and effectiveness of a client s hr function. design a new hr operating model e.g. implementing hr business partners centers of excellence . develop the strategy and business case for a new hris like workday .,skills hr strategy operating model design business process reengineering change management. qualifications consulting background with a focus on hr experience with hris platforms.,523,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0496,compensation consultant advises clients on how to design and manage their employee compensation programs. this can be for broad-based employees or specialized executive compensation. conduct salary market-benchmarking studies. design base salary structures bonus plans and sales commission plans. if executive comp structure long-term incentive stock option plans for senior leaders. ensure pay practices are fair competitive and legally compliant. skills data analysis statistics financial modeling knowledge of compensation trends and laws. qualifications degree in hr finance or econ. ccp certified compensation professional is a plus.,"Consulting, Business & Operations",HR Consulting,Compensation Consultant,advises clients on how to design and manage their employee compensation programs. this can be for broad-based employees or specialized executive compensation.,conduct salary market-benchmarking studies. design base salary structures bonus plans and sales commission plans. if executive comp structure long-term incentive stock option plans for senior leaders. ensure pay practices are fair competitive and legally compliant.,skills data analysis statistics financial modeling knowledge of compensation trends and laws. qualifications degree in hr finance or econ. ccp certified compensation professional is a plus.,524,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0497,benefits consultant health works at a large brokerage/consulting firm like mercer or aon advising companies on their employee health and welfare medical dental life benefits strategy. analyze client s healthcare spending and claim data. advise on benefits plan design to control costs e.g. ppo vs. hdhp . manage the rfp process to bid out insurance carrier contracts. ensure compliance with healthcare regulations aca erisa . skills deep knowledge of healthcare/insurance industry financial analysis negotiation regulations. qualifications health life insurance license. often has a finance or data background.,"Consulting, Business & Operations",HR Consulting,Benefits Consultant (Health),works at a large brokerage/consulting firm like mercer or aon advising companies on their employee health and welfare medical dental life benefits strategy.,analyze client s healthcare spending and claim data. advise on benefits plan design to control costs e.g. ppo vs. hdhp . manage the rfp process to bid out insurance carrier contracts. ensure compliance with healthcare regulations aca erisa .,skills deep knowledge of healthcare/insurance industry financial analysis negotiation regulations. qualifications health life insurance license. often has a finance or data background.,525,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0498,retirement / pension consultant advises companies on their employee retirement plans primarily 401 k or 403 b defined contribution plans. different from the actuarial pension role . help clients design their 401 k plan e.g. matching formula auto-enrollment . conduct vendor searches for 401 k recordkeepers e.g. fidelity vanguard . serve as a 3 21 or 3 38 fiduciary helping select and monitor the plan s investment fund lineup. educate employee investment committees on their fiduciary duties. skills investment knowledge retirement plan regulations erisa fiduciary process sales. qualifications finance degree series 7 and 65/66 licenses cfa or cfp designations.,"Consulting, Business & Operations",HR Consulting,Retirement / Pension Consultant,advises companies on their employee retirement plans primarily 401 k or 403 b defined contribution plans. different from the actuarial pension role .,help clients design their 401 k plan e.g. matching formula auto-enrollment . conduct vendor searches for 401 k recordkeepers e.g. fidelity vanguard . serve as a 3 21 or 3 38 fiduciary helping select and monitor the plan s investment fund lineup. educate employee investment committees on their fiduciary duties.,skills investment knowledge retirement plan regulations erisa fiduciary process sales. qualifications finance degree series 7 and 65/66 licenses cfa or cfp designations.,526,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0499,organizational design consultant helps companies restructure their organization the org chart to improve efficiency reduce costs or align with a new strategy common after a merger . analyze the current organizational structure roles and responsibilities. design new structures e.g. functional vs. divisional vs. matrix . define roles levels and reporting lines for the new organization. plan the implementation and communication of the new structure. skills operating model design systems thinking hr strategy change management. qualifications mba or master s in organizational development/psychology.,"Consulting, Business & Operations",HR Consulting,Organizational Design Consultant,helps companies restructure their organization the org chart to improve efficiency reduce costs or align with a new strategy common after a merger .,analyze the current organizational structure roles and responsibilities. design new structures e.g. functional vs. divisional vs. matrix . define roles levels and reporting lines for the new organization. plan the implementation and communication of the new structure.,skills operating model design systems thinking hr strategy change management. qualifications mba or master s in organizational development/psychology.,527,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0500,talent management consultant advises clients on how to manage their human capital focusing on performance management leadership development and succession planning. design and implement new performance management processes e.g. moving away from annual reviews . create career pathing frameworks and competency models. develop leadership development programs for high-potential employees. design the company s formal succession planning process for key roles. skills hr strategy organizational psychology talent assessment instructional design. qualifications master s in i/o psychology or organizational development hr experience.,"Consulting, Business & Operations",HR Consulting,Talent Management Consultant,advises clients on how to manage their human capital focusing on performance management leadership development and succession planning.,design and implement new performance management processes e.g. moving away from annual reviews . create career pathing frameworks and competency models. develop leadership development programs for high-potential employees. design the company s formal succession planning process for key roles.,skills hr strategy organizational psychology talent assessment instructional design. qualifications master s in i/o psychology or organizational development hr experience.,528,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0501,change management consultant focuses on the people side of a major business change like a new technology merger or re-org . their goal is to get employees to buy into and adopt the change successfully. conduct stakeholder analysis to identify groups impacted by a change. develop a comprehensive communication plan. design training programs for new processes or technologies. identify and manage resistance to the change measure adoption rates. skills communication empathy training stakeholder management psychology. qualifications consulting skills prosci certification is very common.,"Consulting, Business & Operations",HR Consulting,Change Management Consultant,focuses on the people side of a major business change like a new technology merger or re-org . their goal is to get employees to buy into and adopt the change successfully.,conduct stakeholder analysis to identify groups impacted by a change. develop a comprehensive communication plan. design training programs for new processes or technologies. identify and manage resistance to the change measure adoption rates.,skills communication empathy training stakeholder management psychology. qualifications consulting skills prosci certification is very common.,529,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0502,dei consultant an external expert who advises organizations on their diversity equity and inclusion dei strategy and programs. conduct dei assessments analyzing demographic data running focus groups . develop a multi-year dei strategic roadmap. design and deliver training on topics like unconscious bias. advise on creating employee resource groups ergs and equitable hiring practices. skills deep subject matter expertise in dei facilitation data analysis sensitivity communication. qualifications background in hr law or sociology. dei certifications.,"Consulting, Business & Operations",HR Consulting,DEI Consultant,an external expert who advises organizations on their diversity equity and inclusion dei strategy and programs.,conduct dei assessments analyzing demographic data running focus groups . develop a multi-year dei strategic roadmap. design and deliver training on topics like unconscious bias. advise on creating employee resource groups ergs and equitable hiring practices.,skills deep subject matter expertise in dei facilitation data analysis sensitivity communication. qualifications background in hr law or sociology. dei certifications.,530,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0503,recruiting consultant rpo a consultant who manages recruitment process outsourcing rpo . the consulting firm takes over all or part of a client s internal recruiting function. manage the end-to-end hiring process for a client company. source screen and interview candidates on behalf of the client. work with client hiring managers to define roles and scorecards. implement new recruiting technologies ats and processes. skills full-cycle recruiting stakeholder management sourcing ats knowledge. qualifications extensive background as a corporate recruiter or agency recruiter.,"Consulting, Business & Operations",HR Consulting,Recruiting Consultant (RPO),a consultant who manages recruitment process outsourcing rpo . the consulting firm takes over all or part of a client s internal recruiting function.,manage the end-to-end hiring process for a client company. source screen and interview candidates on behalf of the client. work with client hiring managers to define roles and scorecards. implement new recruiting technologies ats and processes.,skills full-cycle recruiting stakeholder management sourcing ats knowledge. qualifications extensive background as a corporate recruiter or agency recruiter.,531,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0504,workforce planning consultant a data-driven consultant who helps organizations analyze their current workforce and forecast future talent needs what skills they need where and when . analyze current workforce demographics skills and turnover data. build statistical models to forecast future talent supply and demand. identify future skills gaps based on the business strategy. develop strategic plans build buy or borrow talent to fill those gaps. skills data analysis statistical modeling python/r hr analytics strategic planning. qualifications background in data science finance or hr analytics.,"Consulting, Business & Operations",HR Consulting,Workforce Planning Consultant,a data-driven consultant who helps organizations analyze their current workforce and forecast future talent needs what skills they need where and when .,analyze current workforce demographics skills and turnover data. build statistical models to forecast future talent supply and demand. identify future skills gaps based on the business strategy. develop strategic plans build buy or borrow talent to fill those gaps.,skills data analysis statistical modeling python/r hr analytics strategic planning. qualifications background in data science finance or hr analytics.,532,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0505,supply chain strategy consultant a high-level consultant who advises clients on the design of their end-to-end supply chain network from sourcing raw materials to final-mile delivery. design the client s physical network location of factories warehouses . develop inventory strategies e.g. just-in-time vs. just-in-case . analyze supply chain risks and build resilience strategies. align the supply chain model with the overall business strategy. skills supply chain management network modeling inventory theory operations strategy. qualifications degree in engineering operations or supply chain. mba often required.,"Consulting, Business & Operations",Niche: Supply Chain,Supply Chain Strategy Consultant,a high-level consultant who advises clients on the design of their end-to-end supply chain network from sourcing raw materials to final-mile delivery.,design the client s physical network location of factories warehouses . develop inventory strategies e.g. just-in-time vs. just-in-case . analyze supply chain risks and build resilience strategies. align the supply chain model with the overall business strategy.,skills supply chain management network modeling inventory theory operations strategy. qualifications degree in engineering operations or supply chain. mba often required.,533,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0506,procurement sourcing consultant a specialist who advises clients on how to buy materials and services more strategically focusing on cost reduction and risk management. analyze client spending across all categories direct and indirect . develop strategic sourcing plans for key commodity groups. run large-scale rfp events and negotiate with global suppliers. implement new procurement processes and technologies e.g. ariba . skills strategic sourcing negotiation supplier relationship management srm data analysis. qualifications experience in corporate procurement or supply chain.,"Consulting, Business & Operations",Niche: Supply Chain,Procurement & Sourcing Consultant,a specialist who advises clients on how to buy materials and services more strategically focusing on cost reduction and risk management.,analyze client spending across all categories direct and indirect . develop strategic sourcing plans for key commodity groups. run large-scale rfp events and negotiate with global suppliers. implement new procurement processes and technologies e.g. ariba .,skills strategic sourcing negotiation supplier relationship management srm data analysis. qualifications experience in corporate procurement or supply chain.,534,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0507,logistics consultant focuses specifically on the transportation and warehousing part of the supply chain helping clients move and store goods more efficiently. optimize transportation routes and carrier networks freight ocean air . advise on warehouse design layout and automation robotics . implement warehouse management systems wms . conduct freight cost benchmarking and carrier negotiations. skills logistics planning wms/tms software network optimization freight markets. qualifications degree in logistics or supply chain management.,"Consulting, Business & Operations",Niche: Supply Chain,Logistics Consultant,focuses specifically on the transportation and warehousing part of the supply chain helping clients move and store goods more efficiently.,optimize transportation routes and carrier networks freight ocean air . advise on warehouse design layout and automation robotics . implement warehouse management systems wms . conduct freight cost benchmarking and carrier negotiations.,skills logistics planning wms/tms software network optimization freight markets. qualifications degree in logistics or supply chain management.,535,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0508,healthcare strategy consultant a management consultant specializing in the healthcare industry. advises hospital systems insurers payers or pharmaceutical companies on strategy. advise hospitals on service line growth market expansion or physician alignment. advise payers insurers on new product designs or value-based care models. advise pharmaceutical companies on drug launch and pricing strategy. skills deep knowledge of the healthcare ecosystem payers providers financial modeling strategy. qualifications standard consulting background often an mha or mph degree is valued.,Healthcare & Life Sciences,Niche: Healthcare,Healthcare Strategy Consultant,a management consultant specializing in the healthcare industry. advises hospital systems insurers payers or pharmaceutical companies on strategy.,advise hospitals on service line growth market expansion or physician alignment. advise payers insurers on new product designs or value-based care models. advise pharmaceutical companies on drug launch and pricing strategy.,skills deep knowledge of the healthcare ecosystem payers providers financial modeling strategy. qualifications standard consulting background often an mha or mph degree is valued.,536,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0509,healthcare operations consultant focuses on improving the efficiency and patient throughput of clinical operations within a hospital or clinic system. analyze patient flow scheduling and bed management in hospitals. implement process improvements to reduce patient wait times e.g. in the er . optimize clinical staffing models and resource utilization. implement lean/six sigma principles in a clinical setting. skills process improvement operations management data analysis knowledge of clinical workflows. qualifications often held by former nurses rns or clinical managers industrial engineering background.,Healthcare & Life Sciences,Niche: Healthcare,Healthcare Operations Consultant,focuses on improving the efficiency and patient throughput of clinical operations within a hospital or clinic system.,analyze patient flow scheduling and bed management in hospitals. implement process improvements to reduce patient wait times e.g. in the er . optimize clinical staffing models and resource utilization. implement lean/six sigma principles in a clinical setting.,skills process improvement operations management data analysis knowledge of clinical workflows. qualifications often held by former nurses rns or clinical managers industrial engineering background.,537,https://www.kaggle.com/datasets/shivamashokgupta/job-description
